tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement,cleaned_text,neg_score,neu_score,pos_score,compound_score,sentiment
513505549703344128,"Emma Watson to men: Gender equality is your issue, too by @AyeeMacaraig fr NYC rappler.com/world/regions/us… @rapplerdotcom",2014-09-21 01:50:00,en,36f111be52d9886c,0,77,0,False,,True,False,"[""http://www.rappler.com/world/regions/us-canada/69726-emma-watson-gender-equality""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FByBWk59CcAE6xH3.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","emma watson to men gender equality is your issue, too by fr nyc rappler.comworldregionsus...",92,14,1,0,0,1,2014-09-21,1,Sunday,77,emma watson to men gender equality is your issue too by fr nyc rapplercomworldregionsus,0.0,1.0,0.0,0.0,neutral
511857828500238336,MTV EMA 2014 :: 9.11.2014 :: Glasgow :: Vote - Best Southeast Asia Act asia.mtvema.com/vote?categor…,2014-09-16 12:43:00,en,36f111be52d9886c,0,0,0,False,,False,False,"[""http://asia.mtvema.com/vote?category=best-southeast-asia&answerId=rletr2&utm=share_twitter""]",[],[],[],mtv ema 2014 9.11.2014 glasgow vote - best southeast asia act asia.mtvema.comvote?categor...,92,12,1,0,0,0,2014-09-16,12,Tuesday,0,mtv ema glasgow vote best southeast asia act asiamtvemacomvotecategor,0.0,0.656,0.344,0.6369,positive
495587727916560384,@aubzome Ay wow! Galingan mo dyan ate.,2014-08-02 15:11:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],ay wow! galingan mo dyan ate.,29,6,0,0,0,0,2014-08-02,15,Saturday,0,ay wow galingan mo dyan ate,0.0,0.568,0.432,0.5859,positive
491088632279601152,Sana sumayaw si Darren at @JustSarahG sa finals for the win! :) #Lyca #Darren #TeamSarah :)) @TheDARRENatics,2014-07-21 05:13:00,en,36f111be52d9886c,8,14,1,False,,False,False,[],"[""#Lyca"", ""#Darren"", ""#TeamSarah""]",[],[],sana sumayaw si darren at sa finals for the win! lyca darren teamsarah,70,13,0,3,0,0,2014-07-21,5,Monday,23,sana sumayaw si darren at sa finals for the win lyca darren teamsarah,0.0,0.759,0.241,0.5859,positive
490851238460669956,Happy Birthday Coach Sarah. @JustSarahG,2014-07-20 13:30:00,id,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],happy birthday coach sarah.,27,4,0,0,0,0,2014-07-20,13,Sunday,0,happy birthday coach sarah,0.0,0.448,0.552,0.5719,positive
490504183410200578,Ang galing ni @imespantodarren #TVKDarrenForFinal,2014-07-19 14:31:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],"[""#TVKDarrenForFinal""]",[],[],ang galing ni tvkdarrenforfinal,31,4,0,1,0,0,2014-07-19,14,Saturday,0,ang galing ni tvkdarrenforfinal,0.0,1.0,0.0,0.0,neutral
425808498199257090,@aubzome @yanimagus E yung may naiyak habang nanonood ng bride for rent. hahaha no judgment. <3,2014-01-22 01:53:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],e yung may naiyak habang nanonood ng bride for rent. hahaha no judgment. 3,74,14,0,0,0,0,2014-01-22,1,Wednesday,0,e yung may naiyak habang nanonood ng bride for rent hahaha no judgment,0.139,0.633,0.228,0.34,positive
399697036083093504,@aubzome @yanimagus @baracoma @baniVSwild HAHAHA kaylangan ko bang masanay na sa pagfaflash ng tyan once in a while? @_@,2013-11-11 00:36:00,tl,36f111be52d9886c,0,0,1,False,,False,False,[],[],[],[],hahaha kaylangan ko bang masanay na sa pagfaflash ng tyan once in a while?,74,14,0,0,0,0,2013-11-11,0,Monday,1,hahaha kaylangan ko bang masanay na sa pagfaflash ng tyan once in a while,0.0,0.769,0.231,0.5574,positive
391464098241581056,@kuagelo YOU!,2013-10-19 07:21:00,so,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],you!,4,1,0,0,0,0,2013-10-19,7,Saturday,0,you,0.0,1.0,0.0,0.0,neutral
346459216858451968,@kuagelo Got it kuya!:)),2013-06-17 02:48:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],got it kuya!,12,3,0,0,0,0,2013-06-17,2,Monday,0,got it kuya,0.0,1.0,0.0,0.0,neutral
345782499466694656,@kuagelo Welcome kuyagel!! send me the pics!!!,2013-06-15 05:59:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],welcome kuyagel!! send me the pics!!!,37,6,0,0,0,0,2013-06-15,5,Saturday,0,welcome kuyagel send me the pics,0.0,0.625,0.375,0.4588,positive
324470065481256960,@kuagelo uwi ka na!!,2013-04-17 10:31:00,sw,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],uwi ka na!!,11,3,0,0,0,0,2013-04-17,10,Wednesday,0,uwi ka na,0.0,1.0,0.0,0.0,neutral
315142425461006337,I'm tired. I'm down. And I'm scared.,2013-03-22 16:46:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],i'm tired. i'm down. and i'm scared.,36,7,0,0,0,0,2013-03-22,16,Friday,0,im tired im down and im scared,0.537,0.463,0.0,-0.7003,negative
315131266125144064,@aubzome hihihihihihihihihihi <3,2013-03-22 16:02:00,sw,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],hihihihihihihihihihi 3,22,2,0,0,0,0,2013-03-22,16,Friday,0,hihihihihihihihihihi,0.0,1.0,0.0,0.0,neutral
315129954004242433,@aubzome So inspired ka na niyan? :))),2013-03-22 15:56:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],so inspired ka na niyan?,24,5,0,0,0,0,2013-03-22,15,Friday,0,so inspired ka na niyan,0.0,0.534,0.466,0.5413,positive
315129521110151169,@aubzome nagbabago tayo ng usapan? HAHAHA,2013-03-22 15:55:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],nagbabago tayo ng usapan? hahaha,32,5,0,0,0,0,2013-03-22,15,Friday,0,nagbabago tayo ng usapan hahaha,0.0,0.526,0.474,0.5574,positive
315124779541753856,@aubzome coffee and karlo.hahahahaha:),2013-03-22 15:36:00,so,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],coffee and karlo.hahahahaha,27,3,0,0,0,0,2013-03-22,15,Friday,0,coffee and karlohahahahaha,0.0,1.0,0.0,0.0,neutral
299893568586256384,@kuagelo you emo person! :p,2013-02-08 14:52:00,es,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],you emo person! p,17,4,0,0,0,0,2013-02-08,14,Friday,0,you emo person p,0.0,1.0,0.0,0.0,neutral
286649963461607425,@kuagelo Is this for something you're gonna buy kuagelo?,2013-01-03 01:47:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],is this for something you're gonna buy kuagelo?,47,8,0,0,0,0,2013-01-03,1,Thursday,0,is this for something youre gonna buy kuagelo,0.0,1.0,0.0,0.0,neutral
286114598212468736,Forgive yourself and begin again. ^_^,2013-01-01 14:20:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],forgive yourself and begin again.,33,5,0,0,0,0,2013-01-01,14,Tuesday,0,forgive yourself and begin again,0.0,0.656,0.344,0.2732,positive
285780902146084864,@kuagelo wala po akong load. Happy New Year kuagelo!!!!!!! ^_^,2012-12-31 16:14:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],wala po akong load. happy new year kuagelo!!!!!!!,49,8,0,0,0,0,2012-12-31,16,Monday,0,wala po akong load happy new year kuagelo,0.271,0.451,0.278,0.0258,neutral
