tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media
1978162241963802859,"I did a podcast with Jon Stewart who has always been a hero of mine. It was a lot of fun. He really wanted to understand how AI works. 
piped.video/watch?v=jrK3PsD3…",2025-10-14 18:13:00,en,fef80054a121f531,237,1569,147,False,,False,False,"[""https://piped.video/watch?v=jrK3PsD3APk""]",[],[],[]
1976698311277949229,"Some generous companies in Toronto are funding three lectures on AI safety by Owain Evans on Nov 10, 11, 12.
Tickets are $10 and are available at thehintonlectures.rsvpify.co…",2025-10-10 17:16:00,en,fef80054a121f531,85,649,62,False,,False,False,"[""https://thehintonlectures.rsvpify.com/""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FG26kfhHXIAAh00d.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]"
1954736009335157124,"A major cut to the funding of the National Science Foundation would be very bad for the future of the US.
thehill.com/opinion/technolo…",2025-08-11 02:45:00,en,fef80054a121f531,94,672,129,False,,False,False,"[""https://thehill.com/opinion/technology/5439205-congress-wants-to-cut-the-smartest-investment-taxpayers-ever-made/""]",[],[],[]
1931667061412921855,There is a book on Amazon called 'Modern AI Revolution' by Geoffrey Hinton. This is a scam. It has nothing to do with me and I wish Amazon would remove it.,2025-06-08 10:58:00,en,fef80054a121f531,375,4606,281,False,,False,False,[],[],[],[]
1931392616077123921,"Congratulations to @Yoshua_Bengio on launching @LawZero_ — a research effort to advance safe-by-design AI, especially as frontier systems begin to exhibit signs of self-preservation and deceptive behaviour.",2025-06-07 16:47:00,en,fef80054a121f531,182,1646,120,False,,False,False,[],[],[],[]
1928429105780855122,"I just watched a great compilation of various people's views about what is coming:
nitter.net/Scr0nkf1nkle/status/19…",2025-05-30 12:31:00,en,fef80054a121f531,412,2050,174,False,,False,True,"[""https://nitter.net/Scr0nkf1nkle/status/1928212693824967110""]",[],[],[]
1916916200442912980,"AGI is the most important and potentially dangerous technology of our time. OpenAI was right that this technology merits strong structures and incentives to ensure it is developed safely, and is wrong now in attempting to change these structures and incentives.

We're urging the AGs to protect the public and stop this. NotForPrivateGain.org (2/2)",2025-04-28 18:03:00,en,fef80054a121f531,1827,9312,962,False,,False,False,"[""http://notforprivategain.org/""]",[],[],[]
1916915980246389120,"I like OpenAI’s mission of 'ensure that artificial general intelligence benefits all of humanity”, and I’d like to stop them from completely gutting it.
I’ve signed on to a new letter to @AGRobBonta & @DE_DOJ asking them to halt the restructuring. (1/2)",2025-04-28 18:02:00,en,fef80054a121f531,919,7879,470,False,,False,False,[],[],[],[]
1916912033280262458,Researchgate sent me a fake paper called 'The AI Health Revolution: Personalizing Care through Intelligent Case-based Reasoning' which claims to be by me and Yann LeCun. More than one third of the citations are to Shefiu Yusuf which may mean nothing.,2025-04-28 17:46:00,en,fef80054a121f531,112,1051,59,False,,False,False,[],[],[],[]
1905323254127997385,I recently got a subscription to the Atlantic. Its is a great magazine.,2025-03-27 18:17:00,en,fef80054a121f531,200,3389,398,False,,False,False,[],[],[],[]
